id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
30969,60,Pemerintah Lokal,195453,D4,11,Menikah,Ekesekutif Managerial,Laki2,0,0,60,> 6 juta
30970,35,Wiraswasta,150057,SMA,9,Menikah,Mesin Inspeksi,Laki2,61404000,0,48,<= 6 juta
30971,25,Wiraswasta,213412,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
30972,31,Pekerja Bebas Perusahaan,83748,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0,0,70,<= 6 juta
30973,30,Wiraswasta,194901,Sekolah Professional,15,Cerai,Sales,Laki2,0,0,55,<= 6 juta
30974,22,Wiraswasta,264765,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0,0,10,<= 6 juta
30975,25,Wiraswasta,76978,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0,0,35,<= 6 juta
30976,29,Wiraswasta,190911,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
30977,29,Wiraswasta,58115,Sarjana,13,Menikah,Sales,Laki2,0,0,41,<= 6 juta
30978,42,Wiraswasta,191765,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
30979,50,Wiraswasta,767403,SMA,9,Menikah,Mesin Inspeksi,Laki2,43442000,0,40,> 6 juta
30980,40,Pemerintah Negara,141583,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,35,<= 6 juta
30981,51,Wiraswasta,163027,SMA,9,Cerai,Pembersih,Perempuan,0,0,20,<= 6 juta
30982,21,Wiraswasta,199444,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,44,<= 6 juta
30983,24,Wiraswasta,200153,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
30984,64,Wiraswasta,253759,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,3,<= 6 juta
30985,36,Wiraswasta,181065,D3,12,Menikah,Tech-support,Laki2,0,0,40,> 6 juta
30986,22,Wiraswasta,127185,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
30987,44,Wiraswasta,230684,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000,0,50,> 6 juta
30988,68,Wiraswasta,230904,11th,7,Janda,Mesin Inspeksi,Perempuan,0,26180000,35,<= 6 juta
30989,34,Wiraswasta,320077,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,50,> 6 juta
30990,59,Pemerintah Lokal,197290,9th,5,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
30991,45,Wiraswasta,182541,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
30992,37,Wiraswasta,269329,D4,11,Cerai,Spesialis,Perempuan,120596000,0,45,> 6 juta
30993,30,Pekerja Bebas Bukan Perusahan,45427,D4,11,Cerai,Perbaikan Kerajinan,Laki2,0,0,49,<= 6 juta
30994,41,Wiraswasta,184630,Sarjana,13,Cerai,Pembersih,Laki2,61824000,0,40,<= 6 juta
30995,28,Wiraswasta,102533,Pendidikan Tinggi,10,Berpisah,Pembersih,Laki2,0,0,40,<= 6 juta
30996,54,Pemerintah Lokal,29887,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,56,<= 6 juta
30997,22,Pemerintah Negara,24896,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0,0,32,<= 6 juta
30998,38,Pemerintah Provinsi,172571,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0,0,40,> 6 juta
30999,26,Wiraswasta,239390,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,18,<= 6 juta
31000,53,Pemerintah Negara,53197,Doktor,16,Menikah,Pemuka Agama,Laki2,0,0,50,> 6 juta
31001,45,Pemerintah Lokal,203322,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,38,<= 6 juta
31002,59,?,220783,10th,6,Janda,?,Perempuan,0,0,40,<= 6 juta
31003,18,?,216508,12th,8,Belum Pernah Menikah,?,Laki2,0,0,25,<= 6 juta
31004,22,Wiraswasta,362589,D3,12,Belum Pernah Menikah,Sales,Perempuan,0,0,15,<= 6 juta
31005,30,Wiraswasta,226296,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
31006,53,Wiraswasta,239155,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
31007,36,Wiraswasta,231037,7th-8th,4,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31008,48,Pekerja Bebas Perusahaan,181307,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,> 6 juta
31009,29,?,350603,10th,6,Belum Pernah Menikah,?,Perempuan,0,0,38,<= 6 juta
31010,44,Pekerja Bebas Bukan Perusahan,156687,SMA,9,Menikah,Petani,Laki2,0,0,42,<= 6 juta
31011,50,Wiraswasta,118565,11th,7,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31012,22,Wiraswasta,370548,D4,11,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,30,<= 6 juta
31013,34,Wiraswasta,140011,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
31014,58,Wiraswasta,183810,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,24,<= 6 juta
31015,21,Wiraswasta,170108,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
31016,36,Pekerja Bebas Bukan Perusahan,175769,Sekolah Professional,15,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
31017,48,Pemerintah Negara,98010,Master,14,Menikah,Spesialis,Perempuan,0,0,16,> 6 juta
31018,27,Wiraswasta,240172,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
31019,34,Wiraswasta,235062,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
31020,45,Wiraswasta,210875,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31021,54,Pemerintah Negara,249096,D4,11,Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
31022,18,Wiraswasta,120243,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0,0,17,<= 6 juta
31023,59,Pekerja Bebas Perusahaan,133201,5th-6th,3,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31024,36,Pemerintah Negara,147258,Pendidikan Tinggi,10,Cerai,Supir,Laki2,0,0,60,<= 6 juta
31025,37,Pekerja Bebas Perusahaan,98389,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
31026,40,Wiraswasta,115331,SMA,9,Menikah,Supir,Laki2,0,0,35,<= 6 juta
31027,49,Pemerintah Lokal,95256,Sarjana,13,Menikah,Penjaga,Laki2,0,0,42,> 6 juta
31028,45,Wiraswasta,128736,10th,6,Cerai,Sales,Perempuan,0,0,40,<= 6 juta
31029,55,Wiraswasta,160631,SMA,9,Menikah,Sales,Laki2,0,0,56,> 6 juta
31030,22,Wiraswasta,269474,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,10,<= 6 juta
31031,21,Tanpa di Bayar,232719,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31032,26,Wiraswasta,135521,D4,11,Belum Pernah Menikah,Pembersih,Laki2,0,0,28,<= 6 juta
31033,78,Pekerja Bebas Bukan Perusahan,59583,7th-8th,4,Menikah,Petani,Laki2,0,0,25,<= 6 juta
31034,27,Pemerintah Lokal,162404,SMA,9,Belum Pernah Menikah,Penjaga,Laki2,30436000,0,40,<= 6 juta
31035,26,Wiraswasta,236068,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,20,<= 6 juta
31036,18,Wiraswasta,25837,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,25,<= 6 juta
31037,35,Wiraswasta,153832,D4,11,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,35,<= 6 juta
31038,40,Wiraswasta,284303,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,107632000,0,40,> 6 juta
31039,60,?,386261,Sarjana,13,Menikah LDR,?,Perempuan,0,0,15,<= 6 juta
31040,39,Wiraswasta,191161,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31041,17,Wiraswasta,163494,10th,6,Belum Pernah Menikah,Sales,Laki2,0,0,30,<= 6 juta
31042,30,Wiraswasta,174543,D3,12,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31043,30,Pemerintah Lokal,44566,Sarjana,13,Menikah,Spesialis,Laki2,0,0,80,<= 6 juta
31044,29,Wiraswasta,663394,SMA,9,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31045,33,Wiraswasta,234067,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,> 6 juta
31046,30,Pemerintah Lokal,370990,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0,0,45,<= 6 juta
31047,45,Pekerja Bebas Perusahaan,145290,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,> 6 juta
31048,34,Wiraswasta,209101,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,72492000,0,55,> 6 juta
31049,49,Wiraswasta,116641,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,210336000,0,35,> 6 juta
31050,61,Wiraswasta,180418,SMA,9,Menikah,Supir,Laki2,0,0,40,> 6 juta
31051,67,Pekerja Bebas Bukan Perusahan,221252,Master,14,Cerai,Sales,Laki2,0,0,40,<= 6 juta
31052,22,Wiraswasta,93131,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,14770000,0,20,<= 6 juta
31053,28,Pekerja Bebas Bukan Perusahan,160786,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31054,33,Wiraswasta,400416,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,20,<= 6 juta
31055,29,Wiraswasta,54932,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0,0,35,> 6 juta
31056,23,Wiraswasta,149574,Pendidikan Tinggi,10,Menikah LDR,Servis Lainnya,Laki2,0,0,45,<= 6 juta
31057,39,Wiraswasta,82540,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,60,<= 6 juta
31058,34,Wiraswasta,162442,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,20,> 6 juta
31059,40,Pemerintah Negara,140108,9th,5,Berpisah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31060,65,?,299494,11th,7,Menikah,?,Laki2,25158000,0,40,<= 6 juta
31061,37,Pemerintah Negara,191779,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31062,43,Wiraswasta,144371,SMA,9,Menikah,Pembersih,Laki2,0,0,42,> 6 juta
31063,22,Wiraswasta,200973,D3,12,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,12,<= 6 juta
31064,26,Wiraswasta,247425,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
31065,35,Pemerintah Negara,211115,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
31066,65,Pekerja Bebas Perusahaan,226215,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
31067,26,Wiraswasta,50103,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31068,51,Wiraswasta,162988,10th,6,Cerai,Servis Lainnya,Perempuan,0,0,25,<= 6 juta
31069,32,Wiraswasta,50753,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
31070,69,Pekerja Bebas Bukan Perusahan,165814,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,35,<= 6 juta
31071,31,Wiraswasta,211880,Sarjana,13,Menikah,Sales,Laki2,0,0,40,<= 6 juta
31072,40,Wiraswasta,101272,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,32,<= 6 juta
31073,37,Wiraswasta,95654,10th,6,Cerai,Ekesekutif Managerial,Perempuan,0,0,35,<= 6 juta
31074,21,Wiraswasta,228255,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,30,<= 6 juta
31075,43,Wiraswasta,136721,12th,8,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31076,52,Wiraswasta,128272,SMA,9,Menikah,Sales,Laki2,0,0,14,<= 6 juta
31077,50,Pekerja Bebas Perusahaan,171338,Master,14,Menikah,Sales,Laki2,210336000,0,40,> 6 juta
31078,26,Wiraswasta,108019,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,46550000,0,40,<= 6 juta
31079,20,?,287681,5th-6th,3,Belum Pernah Menikah,?,Laki2,0,0,25,<= 6 juta
31080,33,Wiraswasta,159548,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,38,<= 6 juta
31081,61,Wiraswasta,97030,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0,0,30,<= 6 juta
31082,40,Wiraswasta,339814,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
31083,49,Wiraswasta,120629,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,389592000,0,60,> 6 juta
31084,28,Wiraswasta,200511,SMA,9,Berpisah,Petani,Laki2,0,0,55,<= 6 juta
31085,43,Wiraswasta,137722,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31086,27,Wiraswasta,190784,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,43918000,0,45,<= 6 juta
31087,53,?,201062,SMA,9,Menikah,?,Perempuan,0,0,2,<= 6 juta
31088,28,Wiraswasta,201954,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,65,> 6 juta
31089,21,Pemerintah Lokal,212780,12th,8,Belum Pernah Menikah,Pembersih,Perempuan,0,0,20,<= 6 juta
31090,58,?,150031,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
31091,40,Wiraswasta,390369,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31092,26,Wiraswasta,59306,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
31093,34,Wiraswasta,108837,Pendidikan Tinggi,10,Menikah,Pembersih,Laki2,0,0,40,> 6 juta
31094,58,Wiraswasta,284834,D3,12,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31095,28,Wiraswasta,266070,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31096,53,Pekerja Bebas Perusahaan,69372,Doktor,16,Menikah,Sales,Laki2,0,0,40,> 6 juta
31097,32,Wiraswasta,296897,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31098,41,Wiraswasta,34037,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31099,52,Pemerintah Lokal,289804,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
31100,21,?,355686,SMA,9,Belum Pernah Menikah,?,Perempuan,0,0,10,<= 6 juta
31101,21,Wiraswasta,156687,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,30,<= 6 juta
31102,51,Wiraswasta,153064,SMA,9,Menikah,Supir,Laki2,70182000,0,40,<= 6 juta
31103,50,Pemerintah Negara,173020,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31104,40,Wiraswasta,109217,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
31105,38,Wiraswasta,436361,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,75,<= 6 juta
31106,35,Wiraswasta,348690,Sarjana,13,Menikah,Supir,Laki2,0,0,40,<= 6 juta
31107,37,Wiraswasta,271767,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,48,> 6 juta
31108,53,Wiraswasta,311269,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
31109,23,Pekerja Bebas Perusahaan,304871,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
31110,36,Wiraswasta,644278,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,25,<= 6 juta
31111,48,Wiraswasta,121424,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,55,> 6 juta
31112,68,Pekerja Bebas Perusahaan,119938,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
31113,49,Wiraswasta,289964,Pendidikan Tinggi,10,Berpisah,Sales,Laki2,0,0,50,<= 6 juta
31114,34,?,197688,SMA,9,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
31115,24,Wiraswasta,126822,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,45,<= 6 juta
31116,28,Wiraswasta,144521,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
31117,22,?,139883,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
31118,46,Pemerintah Provinsi,44706,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,50,> 6 juta
31119,65,Pekerja Bebas Bukan Perusahan,178878,SMA,9,Menikah,Petani,Laki2,0,0,48,<= 6 juta
31120,45,Wiraswasta,168598,12th,8,Menikah,Pemuka Agama,Perempuan,43442000,0,40,> 6 juta
31121,17,Wiraswasta,342752,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,15,<= 6 juta
31122,28,Wiraswasta,188711,Sarjana,13,Belum Pernah Menikah,Supir,Laki2,0,0,20,<= 6 juta
31123,37,Wiraswasta,108140,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000,0,45,> 6 juta
31124,41,Wiraswasta,75012,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,50,<= 6 juta
31125,21,?,214635,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,24,<= 6 juta
31126,57,Wiraswasta,116878,1st-4th,2,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31127,40,?,273425,D4,11,Menikah,?,Laki2,0,0,15,<= 6 juta
31128,59,Wiraswasta,190748,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31129,28,Wiraswasta,184078,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31130,42,Pemerintah Lokal,143046,SMA,9,Janda,Supir,Perempuan,0,0,40,<= 6 juta
31131,18,Pemerintah Negara,201117,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
31132,45,Wiraswasta,167187,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,> 6 juta
31133,51,Wiraswasta,123429,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31134,35,Pekerja Bebas Bukan Perusahan,28996,D4,11,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31135,46,Wiraswasta,233059,9th,5,Cerai,Supir,Laki2,0,0,40,<= 6 juta
31136,28,Pekerja Bebas Bukan Perusahan,190836,SMA,9,Menikah,Sales,Laki2,0,0,50,> 6 juta
31137,17,Wiraswasta,188949,11th,7,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
31138,28,Pemerintah Provinsi,526528,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,54418000,0,40,<= 6 juta
31139,34,Pemerintah Lokal,213722,SMA,9,Menikah,Penjaga,Laki2,0,0,57,> 6 juta
31140,39,Pemerintah Negara,275300,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31141,24,Wiraswasta,215443,SMA,9,Berpisah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
31142,22,Wiraswasta,252570,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31143,20,?,150084,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,25,<= 6 juta
31144,32,Pekerja Bebas Bukan Perusahan,319280,D3,12,Belum Pernah Menikah,Sales,Laki2,0,0,80,<= 6 juta
31145,42,Wiraswasta,99254,D3,12,Menikah,Pemuka Agama,Perempuan,0,0,40,> 6 juta
31146,50,Pekerja Bebas Bukan Perusahan,146603,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31147,28,Wiraswasta,161674,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
31148,45,Wiraswasta,197731,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31149,40,Wiraswasta,129298,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31150,21,?,227521,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,15,<= 6 juta
31151,68,Wiraswasta,156000,10th,6,Janda,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
31152,40,Wiraswasta,36556,Doktor,16,Menikah,Spesialis,Laki2,0,0,55,<= 6 juta
31153,27,Pekerja Bebas Perusahaan,233724,SMA,9,Berpisah,Pemuka Agama,Laki2,0,0,38,<= 6 juta
31154,48,Wiraswasta,86009,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
31155,79,?,163140,SMA,9,Menikah,?,Laki2,0,0,40,> 6 juta
31156,49,Wiraswasta,133669,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
31157,20,Wiraswasta,319758,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Perempuan,0,0,40,<= 6 juta
31158,37,Wiraswasta,152909,D4,11,Menikah,Pemuka Agama,Laki2,107632000,0,40,> 6 juta
31159,19,Wiraswasta,165306,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
31160,55,Pemerintah Lokal,219775,SMA,9,Cerai,Servis Lainnya,Perempuan,0,0,38,<= 6 juta
31161,29,Wiraswasta,216479,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31162,32,?,335427,Sarjana,13,Menikah,?,Perempuan,0,0,20,> 6 juta
31163,21,Wiraswasta,43535,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31164,32,Wiraswasta,204567,Sarjana,13,Menikah,Sales,Laki2,1399986000,0,60,> 6 juta
31165,47,Wiraswasta,104301,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,45,<= 6 juta
31166,20,Wiraswasta,71475,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31167,41,Wiraswasta,192712,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31168,58,Pemerintah Provinsi,256466,Master,14,Menikah,Tech-support,Laki2,107632000,0,40,> 6 juta
31169,29,Wiraswasta,42881,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0,0,40,> 6 juta
31170,50,Wiraswasta,237819,SMA,9,Menikah,Supir,Laki2,0,0,40,> 6 juta
31171,37,?,111268,D4,11,Belum Pernah Menikah,?,Perempuan,0,0,32,<= 6 juta
31172,55,Wiraswasta,463072,Sarjana,13,Menikah,Spesialis,Laki2,0,0,60,> 6 juta
31173,34,Wiraswasta,107793,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
31174,31,Wiraswasta,454508,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,28014000,40,<= 6 juta
31175,23,Wiraswasta,240398,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,15,<= 6 juta
31176,62,Pekerja Bebas Bukan Perusahan,215944,5th-6th,3,Menikah,Petani,Laki2,0,0,30,<= 6 juta
31177,39,Wiraswasta,121468,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,35,<= 6 juta
31178,38,Pemerintah Negara,220421,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31179,49,Pekerja Bebas Bukan Perusahan,47086,Sarjana,13,Janda,Sales,Perempuan,0,0,40,<= 6 juta
31180,29,Wiraswasta,242482,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,32,<= 6 juta
31181,27,Wiraswasta,79787,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,25,<= 6 juta
31182,75,Pekerja Bebas Bukan Perusahan,157778,D4,11,Cerai,Spesialis,Perempuan,221634000,0,50,> 6 juta
31183,38,Wiraswasta,169104,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,60,> 6 juta
31184,30,Wiraswasta,123397,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0,0,40,<= 6 juta
31185,24,Wiraswasta,197666,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31186,28,Wiraswasta,584790,D4,11,Menikah,Servis Lainnya,Laki2,0,0,40,> 6 juta
31187,45,Wiraswasta,235646,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
31188,22,Wiraswasta,313730,D3,12,Belum Pernah Menikah,Petani,Perempuan,0,0,40,<= 6 juta
31189,36,Wiraswasta,206521,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31190,46,Pemerintah Lokal,175428,Master,14,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31191,42,Wiraswasta,126094,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31192,21,Wiraswasta,153542,10th,6,Menikah,Petani,Laki2,0,0,30,<= 6 juta
31193,68,Wiraswasta,138714,Sarjana,13,Menikah,Spesialis,Laki2,0,0,55,> 6 juta
31194,26,Wiraswasta,109419,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,45,<= 6 juta
31195,43,Wiraswasta,247880,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31196,61,Wiraswasta,204908,11th,7,Menikah,Penjaga,Laki2,0,0,36,<= 6 juta
31197,40,Wiraswasta,179735,D4,11,Cerai,Pemuka Agama,Perempuan,0,0,50,<= 6 juta
31198,63,Wiraswasta,201631,9th,5,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31199,23,Wiraswasta,107801,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,20,<= 6 juta
31200,53,Wiraswasta,72257,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,55,<= 6 juta
